question,topic,confidence,btc_direction
"Bitcoin Up or Down - October 7, 1:30AM-1:45AM ET",Bitcoin price target,0.697,1
Will Ethiopia win on 2025-10-08?,other,0.28,0
Will Ethiopia vs. Guinea-Bissau end in a draw?,other,0.336,0
Will Burkina Faso vs. Ethiopia end in a draw?,other,0.311,0
Will Ethiopia win on 2025-10-12?,other,0.301,0
"Ethereum Up or Down - October 7, 1:45AM-2:00AM ET",Ethereum price target,0.609,1
"Bitcoin Up or Down - October 7, 1:45AM-2:00AM ET",Bitcoin price target,0.697,1
"Bitcoin Up or Down - October 8, 11PM ET",Bitcoin price target,0.686,1
"Ethereum Up or Down - October 8, 11PM ET",Ethereum price target,0.637,1
"Solana Up or Down - October 8, 11PM ET",other,0.491,0
"Bitcoin Up or Down - October 7, 2:00AM-2:15AM ET",Bitcoin price target,0.721,1
"Ethereum Up or Down - October 7, 2:15AM-2:30AM ET",Ethereum price target,0.635,1
"Ethereum Up or Down - October 7, 2:30AM-2:45AM ET",Ethereum price target,0.65,1
"Bitcoin Up or Down - October 7, 2:45AM-3:00AM ET",Bitcoin price target,0.719,1
"Bitcoin Up or Down - October 9, 12AM ET",Bitcoin price target,0.692,1
"Solana Up or Down - October 9, 12AM ET",other,0.45,0
"Ethereum Up or Down - October 7, 3:00AM-3:15AM ET",Ethereum price target,0.677,1
"Bitcoin Up or Down - October 7, 3:15AM-3:30AM ET",Bitcoin price target,0.74,1
"Ethereum Up or Down - October 7, 3:30AM-3:45AM ET",Ethereum price target,0.649,1
"Bitcoin Up or Down - October 7, 3:45AM-4:00AM ET",Bitcoin price target,0.743,1
"Bitcoin Up or Down - October 9, 1AM ET",Bitcoin price target,0.696,1
"Ethereum Up or Down - October 9, 1AM ET",Ethereum price target,0.656,1
"Solana Up or Down - October 9, 1AM ET",other,0.425,0
"Ethereum Up or Down - October 7, 4:00AM-4:15AM ET",Ethereum price target,0.69,1
"Bitcoin Up or Down - October 7, 4:00AM-4:15AM ET",Bitcoin price target,0.746,1
"Bitcoin Up or Down - October 7, 4:45AM-5:00AM ET",Bitcoin price target,0.748,1
"Bitcoin Up or Down - October 9, 2AM ET",Bitcoin price target,0.694,1
"Ethereum Up or Down - October 9, 2AM ET",Ethereum price target,0.656,1
"Solana Up or Down - October 9, 2AM ET",other,0.434,0
"Bitcoin Up or Down - October 7, 5:00AM-5:15AM ET",Bitcoin price target,0.738,1
"Bitcoin Up or Down - October 7, 5:15AM-5:30AM ET",Bitcoin price target,0.769,1
"Ethereum Up or Down - October 7, 5:15AM-5:30AM ET",Ethereum price target,0.666,1
"Ethereum Up or Down - October 7, 5:30AM-5:45AM ET",Ethereum price target,0.68,1
"Bitcoin Up or Down - October 7, 5:30AM-5:45AM ET",Bitcoin price target,0.741,1
"Ethereum Up or Down - October 7, 5:45AM-6:00AM ET",Ethereum price target,0.65,1
"Bitcoin Up or Down - October 9, 3AM ET",Bitcoin price target,0.685,1
"Solana Up or Down - October 9, 3AM ET",other,0.429,0
"Ethereum Up or Down - October 7, 6:00AM-6:15AM ET",Ethereum price target,0.683,1
"Bitcoin Up or Down - October 7, 6:30AM-6:45AM ET",Bitcoin price target,0.736,1
"Ethereum Up or Down - October 7, 6:30AM-6:45AM ET",Ethereum price target,0.68,1
"Ethereum Up or Down - October 7, 6:45AM-7:00AM ET",Ethereum price target,0.666,1
"Bitcoin Up or Down - October 9, 4AM ET",Bitcoin price target,0.691,1
"Ethereum Up or Down - October 7, 7:00AM-7:15AM ET",Ethereum price target,0.688,1
"Ethereum Up or Down - October 7, 7:15AM-7:30AM ET",Ethereum price target,0.672,1
"Bitcoin Up or Down - October 7, 7:30AM-7:45AM ET",Bitcoin price target,0.737,1
"Ethereum Up or Down - October 7, 7:30AM-7:45AM ET",Ethereum price target,0.683,1
"Bitcoin Up or Down - October 9, 5AM ET",Bitcoin price target,0.688,1
"Solana Up or Down - October 9, 5AM ET",other,0.432,0
"Bitcoin Up or Down - October 7, 8:00AM-8:15AM ET",Bitcoin price target,0.751,1
"Ethereum Up or Down - October 7, 8:00AM-8:15AM ET",Ethereum price target,0.682,1
"Ethereum Up or Down - October 7, 8:15AM-8:30AM ET",Ethereum price target,0.667,1
"Bitcoin Up or Down - October 7, 8:30AM-8:45AM ET",Bitcoin price target,0.745,1
"Ethereum Up or Down - October 9, 6AM ET",Ethereum price target,0.647,1
"Solana Up or Down - October 9, 6AM ET",other,0.415,0
"Ethereum Up or Down - October 7, 9:15AM-9:30AM ET",Ethereum price target,0.662,1
"Ethereum Up or Down - October 7, 9:30AM-9:45AM ET",Ethereum price target,0.676,1
"Bitcoin Up or Down - October 7, 9:30AM-9:45AM ET",Bitcoin price target,0.737,1
"Bitcoin Up or Down - October 7, 9:45AM-10:00AM ET",Bitcoin price target,0.734,1
"Bitcoin Up or Down - October 9, 7AM ET",Bitcoin price target,0.685,1
"Ethereum Up or Down - October 7, 10:00AM-10:15AM ET",Ethereum price target,0.676,1
"Bitcoin Up or Down - October 7, 10:15AM-10:30AM ET",Bitcoin price target,0.73,1
"Bitcoin Up or Down - October 7, 10:45AM-11:00AM ET",Bitcoin price target,0.729,1
"Ethereum Up or Down - October 7, 10:45AM-11:00AM ET",Ethereum price target,0.642,1
"Bitcoin Up or Down - October 9, 8AM ET",Bitcoin price target,0.686,1
"Ethereum Up or Down - October 7, 11:00AM-11:15AM ET",Ethereum price target,0.667,1
"Bitcoin Up or Down - October 7, 11:00AM-11:15AM ET",Bitcoin price target,0.725,1
"Bitcoin Up or Down - October 7, 11:15AM-11:30AM ET",Bitcoin price target,0.736,1
"Ethereum Up or Down - October 7, 11:30AM-11:45AM ET",Ethereum price target,0.649,1
"Ethereum Up or Down - October 7, 11:45AM-12:00PM ET",Ethereum price target,0.643,1
"Bitcoin Up or Down - October 9, 9AM ET",Bitcoin price target,0.696,1
"Ethereum Up or Down - October 9, 9AM ET",Ethereum price target,0.652,1
"Ethereum Up or Down - October 7, 12:00PM-12:15PM ET",Ethereum price target,0.688,1
"Bitcoin Up or Down - October 7, 12:00PM-12:15PM ET",Bitcoin price target,0.734,1
"Bitcoin Up or Down - October 7, 12:15PM-12:30PM ET",Bitcoin price target,0.757,1
"Ethereum Up or Down - October 7, 12:15PM-12:30PM ET",Ethereum price target,0.669,1
"Bitcoin Up or Down - October 7, 12:30PM-12:45PM ET",Bitcoin price target,0.729,1
"Ethereum Up or Down - October 7, 12:45PM-1:00PM ET",Ethereum price target,0.656,1
"Bitcoin Up or Down - October 9, 10AM ET",Bitcoin price target,0.697,1
"Ethereum Up or Down - October 9, 10AM ET",Ethereum price target,0.65,1
"Solana Up or Down - October 9, 10AM ET",other,0.447,0
"Ethereum Up or Down - October 7, 1:00PM-1:15PM ET",Ethereum price target,0.721,1
"Bitcoin Up or Down - October 7, 1:30PM-1:45PM ET",Bitcoin price target,0.731,1
"Bitcoin Up or Down - October 7, 1:45PM-2:00PM ET",Bitcoin price target,0.73,1
"Ethereum Up or Down - October 7, 1:45PM-2:00PM ET",Ethereum price target,0.687,1
"Bitcoin Up or Down - October 7, 2:00PM-2:15PM ET",Bitcoin price target,0.756,1
"Ethereum Up or Down - October 7, 2:00PM-2:15PM ET",Ethereum price target,0.726,1
"Ethereum Up or Down - October 7, 2:30PM-2:45PM ET",Ethereum price target,0.711,1
"Bitcoin Up or Down - October 7, 2:45PM-3:00PM ET",Bitcoin price target,0.75,1
"Ethereum Up or Down - October 7, 2:45PM-3:00PM ET",Ethereum price target,0.665,1
Bitcoin Up or Down on October 9?,Bitcoin price target,0.643,1
"Will the price of Ethereum be above $4,000 on October 14?",Ethereum price target,0.679,1
"Will the price of Ethereum be above $4,200 on October 14?",Ethereum price target,0.69,1
"Will the price of Ethereum be above $4,400 on October 14?",Ethereum price target,0.691,1
"Will the price of Bitcoin be between $112,000 and $114,000 on October 14?",Bitcoin price target,0.725,1
"Will the price of Ethereum be above $4,700 on October 14?",Ethereum price target,0.684,1
"Will the price of Bitcoin be between $114,000 and $116,000 on October 14?",Bitcoin price target,0.729,1
"Will the price of Ethereum be above $4,800 on October 14?",Ethereum price target,0.683,1
"Will the price of Bitcoin be between $116,000 and $118,000 on October 14?",Bitcoin price target,0.727,1
"Will the price of Ethereum be above $4,900 on October 14?",Ethereum price target,0.687,1
"Will the price of Bitcoin be between $124,000 and $126,000 on October 14?",Bitcoin price target,0.719,1
"Will the price of Bitcoin be between $128,000 and $130,000 on October 14?",Bitcoin price target,0.735,1
"Ethereum Up or Down - October 9, 12PM ET",Ethereum price target,0.636,1
"Will the price of Bitcoin be greater than $130,000 on October 14?",Bitcoin price target,0.673,1
"Solana Up or Down - October 9, 12PM ET",other,0.427,0
"Will the price of Bitcoin be above $112,000 on October 14?",Bitcoin price target,0.661,1
"Will the price of Ethereum be between $4,100 and $4,200 on October 14?",Ethereum price target,0.741,1
"Will the price of Ethereum be between $4,300 and $4,400 on October 14?",Ethereum price target,0.741,1
"Will the price of Bitcoin be above $118,000 on October 14?",Bitcoin price target,0.665,1
"Will the price of Ethereum be between $4,500 and $4,600 on October 14?",Ethereum price target,0.748,1
"Will the price of Bitcoin be above $122,000 on October 14?",Bitcoin price target,0.665,1
"Will the price of Ethereum be between $4,600 and $4,700 on October 14?",Ethereum price target,0.726,1
"Will the price of Bitcoin be above $124,000 on October 14?",Bitcoin price target,0.664,1
"Will the price of Bitcoin be above $126,000 on October 14?",Bitcoin price target,0.661,1
"Will the price of Ethereum be between $4,800 and $4,900 on October 14?",Ethereum price target,0.738,1
"Will the price of Ethereum be between $4,900 and $5,000 on October 14?",Ethereum price target,0.775,1
"Will the price of Bitcoin be above $132,000 on October 14?",Bitcoin price target,0.664,1
Will the price of Solana be less than $180 on October 14?,Solana price target,0.587,1
Will the price of Solana be between $190 and $200 on October 14?,Solana price target,0.608,1
Will the price of Solana be between $200 and $210 on October 14?,Solana price target,0.616,1
Will the price of Solana be between $210 and $220 on October 14?,Solana price target,0.619,1
Will the price of Solana be between $220 and $230 on October 14?,Solana price target,0.608,1
Will the price of Solana be between $230 and $240 on October 14?,Solana price target,0.607,1
Will the price of Solana be above $200 on October 14?,Solana price target,0.586,1
Will the price of Solana be above $220 on October 14?,Solana price target,0.593,1
Will the price of Solana be above $230 on October 14?,Solana price target,0.593,1
Will the price of Solana be above $240 on October 14?,Solana price target,0.581,1
Will the price of Solana be above $250 on October 14?,Solana price target,0.586,1
Will the price of Solana be above $260 on October 14?,Solana price target,0.612,1
Will the price of Solana be above $270 on October 14?,Solana price target,0.601,1
Will the price of XRP be between $2.40 and $2.50 on October 14?,other,0.488,0
Will the price of XRP be between $2.50 and $2.60 on October 14?,other,0.497,0
Will the price of XRP be between $2.60 and $2.70 on October 14?,other,0.505,0
Will the price of XRP be between $2.70 and $2.80 on October 14?,other,0.503,0
Will the price of XRP be between $2.80 and $2.90 on October 14?,other,0.498,0
Will the price of XRP be between $2.90 and $3.00 on October 14?,other,0.47,0
Will the price of XRP be above $2.60 on October 14?,other,0.435,0
Will the price of XRP be above $2.70 on October 14?,other,0.435,0
Will the price of XRP be above $3.30 on October 14?,other,0.417,0
"Bitcoin Up or Down - October 7, 3:00PM-3:15PM ET",Bitcoin price target,0.759,1
"Ethereum Up or Down - October 7, 3:00PM-3:15PM ET",Ethereum price target,0.723,1
Will Mirassol FC win on 2025-10-08?,other,0.214,0
Will Mirassol FC vs. SC Internacional end in a draw?,sports and entertainment,0.325,0
Will SC Recife vs. Mirassol FC end in a draw?,other,0.317,0
Will Mirassol FC win on 2025-10-25?,other,0.214,0
Will Mirassol FC win on 2025-11-01?,other,0.212,0
"Ethereum Up or Down - October 7, 3:30PM-3:45PM ET",Ethereum price target,0.712,1
"Bitcoin Up or Down - October 7, 3:45PM-4:00PM ET",Bitcoin price target,0.768,1
"Ethereum Up or Down - October 9, 1PM ET",Ethereum price target,0.653,1
"Ethereum Up or Down - October 7, 4:00PM-4:15PM ET",Ethereum price target,0.73,1
"Bitcoin Up or Down - October 7, 4:15PM-4:30PM ET",Bitcoin price target,0.79,1
"Ethereum Up or Down - October 7, 4:30PM-4:45PM ET",Ethereum price target,0.72,1
"Bitcoin Up or Down - October 7, 4:30PM-4:45PM ET",Bitcoin price target,0.767,1
"Bitcoin Up or Down - October 9, 2PM ET",Bitcoin price target,0.7,1
"Ethereum Up or Down - October 9, 2PM ET",Ethereum price target,0.659,1
"Solana Up or Down - October 9, 2PM ET",other,0.398,0
"Ethereum Up or Down - October 7, 5:00PM-5:15PM ET",Ethereum price target,0.713,1
"Bitcoin Up or Down - October 7, 5:00PM-5:15PM ET",Bitcoin price target,0.763,1
"Bitcoin Up or Down - October 7, 5:15PM-5:30PM ET",Bitcoin price target,0.785,1
"Bitcoin Up or Down - October 7, 5:30PM-5:45PM ET",Bitcoin price target,0.756,1
"Ethereum Up or Down - October 7, 5:45PM-6:00PM ET",Ethereum price target,0.663,1
"Bitcoin Up or Down - October 7, 5:45PM-6:00PM ET",Bitcoin price target,0.761,1
"Will Trump say ""Thank you"" 8+ times during events with President of Finland on Oct 9?",other,0.411,0
"Ethereum Up or Down - October 9, 3PM ET",Ethereum price target,0.654,1
"Solana Up or Down - October 9, 3PM ET",other,0.408,0
"Bitcoin Up or Down - October 7, 6:00PM-6:15PM ET",Bitcoin price target,0.752,1
"Bitcoin Up or Down - October 7, 6:15PM-6:30PM ET",Bitcoin price target,0.776,1
"Ethereum Up or Down - October 7, 6:15PM-6:30PM ET",Ethereum price target,0.687,1
"Ethereum Up or Down - October 7, 6:30PM-6:45PM ET",Ethereum price target,0.695,1
"Bitcoin Up or Down - October 7, 6:45PM-7:00PM ET",Bitcoin price target,0.766,1
Trump invokes the Insurrection Act by October 31?,other,0.366,0
"Will Sam Altman say ""Crypto"" or ""Bitcoin"" during TBPN appearance on October 10?",other,0.441,0
"Bitcoin Up or Down - October 9, 4PM ET",Bitcoin price target,0.698,1
"Ethereum Up or Down - October 7, 7:00PM-7:15PM ET",Ethereum price target,0.7,1
"Ethereum Up or Down - October 7, 7:30PM-7:45PM ET",Ethereum price target,0.69,1
"Bitcoin Up or Down - October 7, 7:30PM-7:45PM ET",Bitcoin price target,0.732,1
"Bitcoin Up or Down - October 7, 7:45PM-8:00PM ET",Bitcoin price target,0.754,1
"Ethereum Up or Down - October 7, 7:45PM-8:00PM ET",Ethereum price target,0.649,1
"Bitcoin Up or Down - October 9, 5PM ET",Bitcoin price target,0.694,1
"Ethereum Up or Down - October 9, 5PM ET",Ethereum price target,0.647,1
"Solana Up or Down - October 9, 5PM ET",other,0.44,0
"Ethereum Up or Down - October 7, 8:00PM-8:15PM ET",Ethereum price target,0.693,1
"Bitcoin Up or Down - October 7, 8:15PM-8:30PM ET",Bitcoin price target,0.771,1
"Bitcoin Up or Down - October 7, 8:45PM-9:00PM ET",Bitcoin price target,0.753,1
"Bitcoin Up or Down - October 7, 9:15PM-9:30PM ET",Bitcoin price target,0.758,1
"Ethereum Up or Down - October 7, 9:30PM-9:45PM ET",Ethereum price target,0.67,1
"Ethereum Up or Down - October 7, 9:45PM-10:00PM ET",Ethereum price target,0.634,1
"Bitcoin Up or Down - October 7, 10:30PM-10:45PM ET",Bitcoin price target,0.7,1
"Ethereum Up or Down - October 7, 10:30PM-10:45PM ET",Ethereum price target,0.639,1
"Solana Up or Down - October 9, 8PM ET",other,0.483,0
"Ethereum Up or Down - October 7, 11:15PM-11:30PM ET",Ethereum price target,0.613,1
"Bitcoin Up or Down - October 7, 11:15PM-11:30PM ET",Bitcoin price target,0.717,1
"Bitcoin Up or Down - October 7, 11:45PM-12:00AM ET",Bitcoin price target,0.693,1
"Ethereum Up or Down - October 7, 11:45PM-12:00AM ET",Ethereum price target,0.586,1
"Bitcoin Up or Down - October 9, 9PM ET",Bitcoin price target,0.691,1
"Ethereum Up or Down - October 9, 9PM ET",Ethereum price target,0.649,1
"Solana Up or Down - October 9, 9PM ET",other,0.496,0
"Bitcoin Up or Down - October 8, 12:00AM-12:15AM ET",Bitcoin price target,0.72,1
"Ethereum Up or Down - October 8, 12:15AM-12:30AM ET",Ethereum price target,0.641,1
"Ethereum Up or Down - October 8, 12:30AM-12:45AM ET",Ethereum price target,0.655,1
"Ethereum Up or Down - October 8, 12:45AM-1:00AM ET",Ethereum price target,0.617,1
"Bitcoin Up or Down - October 9, 10PM ET",Bitcoin price target,0.693,1
"Ethereum Up or Down - October 9, 10PM ET",Ethereum price target,0.644,1
"Solana Up or Down - October 9, 10PM ET",other,0.506,0
"Bitcoin Up or Down - October 8, 1:15AM-1:30AM ET",Bitcoin price target,0.717,1
"Bitcoin Up or Down - October 8, 1:30AM-1:45AM ET",Bitcoin price target,0.703,1
"Bitcoin Up or Down - October 8, 1:45AM-2:00AM ET",Bitcoin price target,0.704,1
"Ethereum Up or Down - October 8, 1:45AM-2:00AM ET",Ethereum price target,0.618,1
"Ethereum Up or Down - October 9, 11PM ET",Ethereum price target,0.637,1
"Ethereum Up or Down - October 8, 2:00AM-2:15AM ET",Ethereum price target,0.692,1
"Bitcoin Up or Down - October 8, 2:00AM-2:15AM ET",Bitcoin price target,0.728,1
"Ethereum Up or Down - October 8, 2:15AM-2:30AM ET",Ethereum price target,0.648,1
"Bitcoin Up or Down - October 8, 2:30AM-2:45AM ET",Bitcoin price target,0.711,1
"Ethereum Up or Down - October 8, 2:30AM-2:45AM ET",Ethereum price target,0.66,1
"Ethereum Up or Down - October 8, 2:45AM-3:00AM ET",Ethereum price target,0.626,1
"Bitcoin Up or Down - October 10, 12AM ET",Bitcoin price target,0.691,1
"Ethereum Up or Down - October 10, 12AM ET",Ethereum price target,0.644,1
"Bitcoin Up or Down - October 8, 3:00AM-3:15AM ET",Bitcoin price target,0.742,1
"Ethereum Up or Down - October 8, 3:00AM-3:15AM ET",Ethereum price target,0.688,1
